"endTime","artistName","trackName","msPlayed"
"2022-05-27 02:05","Megan Thee Stallion","Thot Shit",13787
"2022-05-27 02:07","Drake","Fake Love",54898
"2022-05-27 02:19","Lil Uzi Vert","X",71194
"2022-05-27 02:33","Playboi Carti","Magnolia",157893
"2022-05-27 02:45","A Boogie Wit da Hoodie","Say A'",214853
"2022-05-27 02:48","Lil Uzi Vert","Money Longer",198944
"2022-05-27 02:51","Doja Cat","Tia Tamera (feat. Rico Nasty)",211013
"2022-05-27 02:55","Megan Thee Stallion","Thot Shit",184634
"2022-05-27 02:58","Megan Thee Stallion","Big Ole Freak",214850
"2022-05-27 03:04","Megan Thee Stallion","Do It On The Tip (feat. City Girls & Hot Girl Meg)",167370
"2022-05-27 03:07","A Boogie Wit da Hoodie","Swervin (feat. 6ix9ine)",189486
"2022-05-27 03:10","Young M.A","OOOUUU",111673
"2022-05-27 03:46","Summer Walker","Playing Games (with Bryson Tiller) - Extended Version",143226
"2022-05-27 03:50","Dijon","Skin",230625
"2022-05-27 03:53","The Weeknd","Scared To Live",191306
"2022-05-27 03:57","Wale","The Need to Know (feat. SZA)",216831
"2022-05-27 04:00","Giveon","Heartbreak Anniversary",160961
"2022-05-27 04:02","UMI","Butterfly",160500
"2022-05-27 04:07","The Weeknd","Earned It (Fifty Shades Of Grey)",277680
"2022-05-27 04:11","Kanye West","Ghost Town",271386
"2022-05-27 04:14","Giveon","Still Your Best",177445
"2022-05-27 04:18","Frank Ocean","Chanel",210285
"2022-05-27 04:38","The Weeknd","True Colors",29148
"2022-05-27 04:38","Joey Bada$$","Love Is Only a Feeling",10550
"2022-05-27 04:46","Joey Bada$$","Love Is Only a Feeling",141501
"2022-05-27 04:48","Jpaulished","Rain In The Morning",141320
"2022-05-27 04:51","SZA","Prom",196133
"2022-05-27 04:55","Sonder","Nobody But You",213214
"2022-05-27 04:59","Dj NoFace","Lost",275487
"2022-05-27 06:39","THEY.","Count Me In",104073
"2022-05-27 12:35","Brent Faiyaz","Fuck The World (Summer in London)",4437
"2022-05-27 12:39","A$AP Ferg","Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",222986
"2022-05-27 12:42","Shawn Mendes","Lost In Japan",201200
"2022-05-27 12:46","Aminé","Heebiejeebies - Bonus",220160
"2022-05-27 12:50","Sigrid","Strangers",233725
"2022-05-27 12:52","Steve Lacy","C U Girl",129697
"2022-05-27 12:55","Nico Segal","Sunday Candy",226013
"2022-05-27 12:58","dhruv","double take",171743
"2022-05-27 13:00","8percent","dream girl",87379
"2022-05-27 13:03","Dominic Fike","3 Nights",177666
"2022-05-27 13:07","Taylor Swift","King Of My Heart",18738
"2022-05-27 13:07","Frank Ocean","Lost",234093
"2022-05-27 13:30","Miguel","Come Through and Chill (feat. J. Cole & Salaam Remi)",322000
"2022-05-27 13:34","Wheatus","Teenage Dirtbag",241840
"2022-05-27 13:37","ASTN","Butterflies",175225
"2022-05-27 13:40","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-05-27 13:44","J. Cole","Crooked Smile (feat. TLC)",278573
"2022-05-27 13:49","Daniel Caesar","Get You (feat. Kali Uchis)",278179
"2022-05-27 13:52","Troye Sivan","YOUTH",185194
"2022-05-27 14:06","Grover Washington, Jr.","Just the Two of Us (feat. Bill Withers)",990
"2022-05-27 14:06","Bazzi","Paradise",142132
"2022-05-27 14:06","LAUNDRY DAY","FRIENDS",920
"2022-05-27 14:06","binki","Marco",120
"2022-05-27 14:06","Bee Gees","More Than A Woman",9820
"2022-05-27 14:09","A Boogie Wit da Hoodie","Look Back at It",137892
"2022-05-27 15:31","Sheck Wes","Mo Bamba",860
"2022-05-27 15:34","Young M.A","OOOUUU",234525
"2022-05-27 16:29","Metro Boomin","Don't Come Out The House (with 21 Savage)",1380
"2022-05-27 16:29","Muni Long","Hrs & Hrs",490
"2022-05-27 16:29","Lil Uzi Vert","Futsal Shuffle 2020",5310
"2022-05-27 16:29","Rae Sremmurd","My X",4350
"2022-05-27 16:30","Tee Grizzley","First Day Out",103847
"2022-05-27 16:32","Khalid","Skyline",182895
"2022-05-27 16:37","Ariana Grande","in my head",147321
"2022-05-27 16:41","Halsey","I HATE EVERYBODY",171015
"2022-05-27 16:47","Ariana Grande","in my head",75874
"2022-05-27 16:47","J. Cole","Crooked Smile (feat. TLC)",20
"2022-05-27 16:48","Ariana Grande","in my head",1480
"2022-05-27 17:56","Summer Walker","Dat Right There (with Pharrell Williams & The Neptunes)",84334
"2022-05-27 17:56","Summer Walker","Dat Right There (with Pharrell Williams & The Neptunes)",20
"2022-05-27 17:56","Summer Walker","No Love (with SZA)",4193
"2022-05-27 17:56","Summer Walker","No Love (with SZA)",360
"2022-05-27 17:56","Summer Walker","4th Baby Mama",162146
"2022-05-27 17:57","Studio Killers","Jenny (I Wanna Ruin Our Friendship)",34100
"2022-05-27 17:58","Kanye West","Father Stretch My Hands Pt. 1",76320
"2022-05-27 20:19","Timbaland","The Way I Are",540
"2022-05-27 20:19","grentperez","Cherry Wine",5390
"2022-05-27 20:19","Ariana Grande","The Way",1240
"2022-05-27 20:19","Nelly Furtado","Say It Right",2370
"2022-05-27 20:22","Timbaland","The Way I Are",179120
"2022-05-27 20:22","Roddy Ricch","late at night",5450
"2022-05-27 20:22","Timbaland","If We Ever Meet Again (Featuring Katy Perry)",18070
"2022-05-27 20:23","Migos","Bad and Boujee (feat. Lil Uzi Vert)",820
"2022-05-27 20:23","Meek Mill","Going Bad (feat. Drake)",370
"2022-05-27 20:23","Pi’erre Bourne","Drunk And Nasty (feat. Sharc)",2960
"2022-05-27 20:23","Sheck Wes","Mo Bamba",3340
"2022-05-27 20:26","Flipp Dinero","Leave Me Alone",195637
"2022-05-27 20:31","Fetty Wap","679 (feat. Remy Boyz)",2130
"2022-05-27 20:31","Megan Thee Stallion","Savage",510
"2022-05-27 20:31","Big Sean","I Don't Fuck With You",1220
"2022-05-27 20:31","Lil Uzi Vert","SideLine Watching (Hold Up)",181872
"2022-05-27 20:31","Kanye West","Father Stretch My Hands Pt. 1",1350
"2022-05-27 20:31","Migos","Stir Fry",490
"2022-05-27 20:39","Lil Uzi Vert","SideLine Watching (Hold Up)",152930
"2022-05-27 20:42","Lil Uzi Vert","Money Longer",198944
"2022-05-27 20:46","21 Savage","Bank Account",220306
"2022-05-27 23:35","Young Thug","pick up the phone",182849
"2022-05-28 01:23","Waka Flocka Flame","No Hands (feat. Roscoe Dash & Wale)",217205
"2022-05-28 01:25","Nicki Minaj","LLC",90613
"2022-05-28 01:27","Gloria Groove","VERMELHO",112826
"2022-05-28 01:28","Sleepy Hallow","Deep End Freestyle",78048
"2022-05-28 01:28","6ix9ine","FEFE",5296
"2022-05-28 01:30","Rae Sremmurd","No Type",91045
"2022-05-28 15:17","Rae Sremmurd","Black Beatles",271151
"2022-05-28 15:43","Drake","Fake Love",210937
"2022-05-28 15:45","Pop Smoke","Get Back",108160
"2022-05-28 15:50","Migos","Walk It Talk It",276147
"2022-05-28 15:54","21 Savage","X (feat. Future)",258880
"2022-05-28 15:58","Drake","Knife Talk (with 21 Savage ft. Project Pat)",242965
"2022-05-28 16:02","Tay-K","The Race - Remix",211875
"2022-05-28 16:09","Travis Scott","goosebumps",243836
"2022-05-28 17:20","Lil Uzi Vert","The Way Life Goes (feat. Oh Wonder)",38684
"2022-05-28 17:28","Rae Sremmurd","Black Beatles",750
"2022-05-28 17:28","Khalid","Voicemail (feat. Kiana Ledé)",2740
"2022-05-28 17:32","J. Cole","No Role Modelz",184430
"2022-05-28 17:32","BIA","BESITO (feat. G Herbo)",2850
"2022-05-28 17:38","Alemeda","Gonna Bleach My Eyebrows",134556
"2022-05-28 17:41","Khalid","Present",3163
"2022-05-28 17:41","Tiny Tim","Tip Toe Thru' the Tulips with Me",7250
"2022-05-28 17:41","Sheff G","Tip Toe",181159
"2022-05-28 17:44","Kanye West","Yikes",188773
"2022-05-28 17:46","keshi","beside you",98016
"2022-05-28 17:50","Van Buren Records","FINGERPRINTS",216000
"2022-05-28 17:51","Grupo Niche","Sin Sentimientos",64650
"2022-05-28 17:52","Aminé","Mad Funny Freestyle",101744
"2022-05-28 17:56","CKay","Jeje de Whine",176320
"2022-05-28 17:59","Pink Sweat$","Waiting on You (feat. Sabrina Claudio)",184089
"2022-05-28 18:02","FKA twigs","tears in the club (feat. the weeknd)",196760
"2022-05-28 18:04","Isaiah Rashad","Score (feat. SZA & 6LACK)",91305
"2022-05-28 18:07","Quavo","HOTEL LOBBY (Unc & Phew)",142657
"2022-05-28 18:07","Bad Bunny","Yo Perreo Sola",4492
"2022-05-28 18:11","1da Banton","No Wahala",162285
"2022-05-28 18:13","Lykke Li","sex money feelings die - slowed version",168810
"2022-05-28 18:17","Kehlani","altar",243090
"2022-05-28 18:30","Taeko Onuki","4:00A.M.",890
"2022-05-28 18:30","PnB Rock","HIGH",980
"2022-05-28 18:30","Tems","Crazy Tings",6590
"2022-05-28 18:30","A$AP Rocky","Purple Swag",83022
"2022-05-28 18:39","Isaac Dunbar","Bleach",198000
"2022-05-28 18:42","Jack Harlow","State Fair",194526
"2022-05-28 18:46","Migos","Freak No More",207682
"2022-05-28 18:49","6LACK","Rent Free",202824
"2022-05-28 18:55","Taeko Onuki","4:00A.M.",326256
"2022-05-28 18:55","Quavo","HOTEL LOBBY (Unc & Phew)",22950
"2022-05-28 18:58","JPEGMAFIA","1539 N. Calvert",157258
"2022-05-28 19:01","Lucky Daye","On Read",183706
"2022-05-28 19:16","Justin Timberlake","Until The End Of Time (with Beyoncé)",104229
"2022-05-28 19:16","CKay","Jeje de Whine",1660
"2022-05-28 19:24","Romeo Santos","Necio (feat. Carlos Santana)",80620
"2022-05-28 20:01","Romeo Santos","Necio (feat. Carlos Santana)",1290
"2022-05-28 20:04","Jack Harlow","Parent Trap (feat. Justin Timberlake)",189876
"2022-05-28 20:09","A Boogie Wit da Hoodie","24 Hours (feat. Lil Durk) [Bonus]",12503
"2022-05-28 20:10","Bryson Tiller","Open Interlude",1840
"2022-05-28 20:10","Bad Bunny","Tarot",1330
"2022-05-28 20:11","Bone Thugs-N-Harmony","Thuggish Ruggish Bone",28980
"2022-05-28 20:26","Bone Thugs-N-Harmony","Thuggish Ruggish Bone",105706
"2022-05-28 20:30","PinkPantheress","Where You Are (feat. WILLOW)",153706
"2022-05-28 20:31","Chase Atlantic","Slow Down",64153
"2022-05-28 20:31","Ne-Yo","Champagne Life",880
"2022-05-28 20:31","BIA","LONDON (feat. J. Cole)",980
"2022-05-28 20:34","Gunna","pushin P (feat. Young Thug)",136266
"2022-05-28 21:28","Nicki Minaj","Bussin",136760
"2022-05-28 21:31","Nija","In My Feelings",156440
"2022-05-28 21:34","Felly","Love And Fear",142539
"2022-05-28 21:35","Lucky Daye","How Much Can A Heart Take (feat. Yebba)",3630
"2022-05-28 21:35","Farruko","Pepas",39486
"2022-05-28 21:37","Joeboy","Sip (Alcohol)",158400
"2022-05-29 01:18","Sarah Barrios","IH8EVERY1",698
"2022-05-29 01:18","Bad Bunny","Después de la Playa",25733
"2022-05-29 01:18","Chase Atlantic","OHMAMI - With Maggie Lindemann",783
"2022-05-29 01:18","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",137139
"2022-05-29 01:21","LOONY","either side",174738
"2022-05-29 01:24","keshi","beside you",166023
"2022-05-29 01:28","Van Buren Records","FINGERPRINTS",216000
"2022-05-29 01:31","Summer Walker","I'll Kill You (feat. Jhené Aiko)",179973
"2022-05-29 01:34","A Boogie Wit da Hoodie","Man in the Mirror",215303
"2022-05-29 01:38","Bryson Tiller","Sorrows",193702
"2022-05-29 01:41","Summer Walker","Dat Right There (with Pharrell Williams & The Neptunes)",190000
"2022-05-29 01:44","Xavier Dixon","Slept on You",203000
"2022-05-29 01:48","J.I the Prince of N.Y","Hood Scars 2 (with Lil Tjay)",218144
"2022-05-29 01:51","J.I the Prince of N.Y","Spanglish (with Myke Towers)",191320
"2022-05-29 01:53","Playboi Carti","ILoveUIHateU",135122
"2022-05-29 01:56","CKay","Felony",145040
"2022-05-29 03:03","Duki","She Don't Give a Fo",209531
"2022-05-29 03:07","Terry Presume","Don't Wait Forever",208066
"2022-05-29 03:11","Isaac Dunbar","Bleach",219026
"2022-05-29 03:14","Rex Orange County","KEEP IT UP",183000
"2022-05-29 03:16","Syd","Right Track (feat. Smino)",158271
"2022-05-29 03:19","John Legend","Dope (with JID)",158745
"2022-05-29 03:21","Tems","Crazy Tings",901
"2022-05-29 03:21","Rihanna","Right Now",109670
"2022-05-29 03:21","Bad Bunny","Ignorantes",714
"2022-05-29 03:24","Bad Bunny","Ignorantes",210606
"2022-05-29 03:27","Tems","Crazy Tings",182400
"2022-05-29 03:31","21 Savage","No Opp Left Behind",194214
"2022-05-29 03:33","A$AP ANT","The God Hour",155076
"2022-05-29 03:37","thuy","All Night Long",214800
"2022-05-29 03:40","KAYTRANADA","Intimidated (feat. H.E.R.)",207840
"2022-05-29 03:43","Reagan Capaci","Don't Recommend",183253
"2022-05-29 03:46","Jessie Reyez","Apple Juice",180320
"2022-05-29 03:49","A Boogie Wit da Hoodie","Non Judgmental",182487
"2022-05-29 03:52","Jessie Reyez","Body Count (feat. Normani & Kehlani) - Remix",111189
"2022-05-29 03:55","2Pac","Hit 'Em Up - Single Version",6042
"2022-05-29 03:55","Wizkid","Ginger (feat. Burna Boy)",196146
"2022-05-29 03:55","A$AP Rocky","Purple Swag",29017
"2022-05-29 04:00","Kendrick Lamar","United In Grief",255377
"2022-05-29 04:05","Bad Bunny","Yonaguni",245240
"2022-05-29 04:07","SZA","I Hate U",174000
"2022-05-29 04:10","Summer Walker","Circus",1311
"2022-05-29 04:10","Jessie Reyez","DEAF (who are you)",141252
"2022-05-29 04:10","EARTHGANG","BILLI (feat. Future)",698
"2022-05-29 04:13","Tom The Mail Man","Brown Eyes and Backwoods",178200
"2022-05-29 04:16","The Weeknd","Is There Someone Else?",199111
"2022-05-29 04:21","The Backseat Lovers","Kilby Girl",282205
"2022-05-29 04:24","KAROL G","200 COPAS",217213
"2022-05-29 04:28","ARDN","Wavin'",211019
"2022-05-29 04:31","FKA twigs","tears in the club (feat. the weeknd)",196760
"2022-05-29 04:35","Chase Atlantic","ESCORT",218823
"2022-05-29 04:40","Lil Wayne","Lollipop",299333
"2022-05-29 04:43","The Weeknd","Best Friends",163504
"2022-05-29 04:46","Khalid","Retrograde (feat. 6LACK & Lucky Daye)",220133
"2022-05-29 04:50","Tyga","Freaky Deaky",215281
"2022-05-29 04:54","Erica Banks","Toot That (feat. BeatKing)",40402
"2022-05-29 04:54","Drake","Too Much",826
"2022-05-29 04:59","Drake","Time Flies",360
"2022-05-29 04:59","Drake","Time Flies",20
"2022-05-29 04:59","Drake","Time Flies",1190
"2022-05-29 04:59","Drake","Time Flies",450
"2022-05-29 04:59","Drake","Time Flies",56770
"2022-05-29 05:14","Drake","Time Flies",152370
"2022-05-29 05:33","Drake","Time Flies",192931
"2022-05-29 05:36","Drake","Time Flies",192931
"2022-05-29 06:28","Drake","Time Flies",104208
"2022-05-29 06:46","Timbaland","The Way I Are",530
"2022-05-29 06:46","Muni Long","Hrs & Hrs",1050
"2022-05-29 06:46","Khalid","Skyline",2810
"2022-05-29 06:47","Muni Long","No R&B (feat. Ann Marie)",16410
"2022-05-29 06:47","Muni Long","Time Machine",57440
"2022-05-29 06:56","Muni Long","Hrs & Hrs",19530
"2022-05-29 19:22","Joyce Wrice","That's On You (Japanese Remix)",12990
"2022-05-29 19:23","UMI","hello hi",36066
"2022-05-29 19:26","UMI","sorry",220199
"2022-05-29 19:32","UMI","say im ur luv",136765
"2022-05-29 19:32","Muni Long","Hrs & Hrs",7230
"2022-05-29 19:33","Chief Keef","Faneto",56690
"2022-05-29 19:34","Joyce Wrice","That's On You (Japanese Remix)",2275
"2022-05-29 19:34","Muni Long","Hrs & Hrs",23312
"2022-05-29 19:36","UMI","say im ur luv",151906
"2022-05-29 19:39","UMI","Open Up",171600
"2022-05-29 19:40","UMI","Butterfly - Acoustic",21628
"2022-05-29 19:41","UMI","say im ur luv",15280
"2022-05-29 19:42","UMI","synergy",94853
"2022-05-29 19:45","UMI","synergy",114738
"2022-05-29 19:48","UMI","too late",187760
"2022-05-29 19:53","UMI","moonlit room",250679
"2022-05-29 19:58","UMI","what would u do?",207786
"2022-05-29 20:10","UMI","whatever u like",200877
"2022-05-29 20:14","UMI","lost and found",258146
"2022-05-29 20:18","UMI","wish that i could",207880
"2022-05-29 20:21","UMI","everything will be alright",215200
"2022-05-29 20:27","UMI","100 days",281013
"2022-05-29 20:29","UMI","hard feelings",150560
"2022-05-29 20:34","UMI","bird's eye view",248026
"2022-05-29 20:37","UMI","magnetic",204626
"2022-05-29 20:42","UMI","moonlit room",250679
"2022-05-29 20:45","UMI","whatever u like",200877
"2022-05-29 20:49","UMI","sorry",220199
"2022-05-29 20:50","UMI","Introspection Reimagined",33170
"2022-05-29 20:52","UMI","Introspection",168906
"2022-05-29 20:55","UMI","Open Up",171600
"2022-05-29 20:59","UMI","Where I Wander",176906
"2022-05-29 21:01","UMI","Bet",151173
"2022-05-29 21:03","UMI","Pretty Girl hi!",112413
"2022-05-29 21:06","UMI","Broken Bottle",161653
"2022-05-29 21:07","UMI","Pretty Girl hi!",112413
"2022-05-30 02:41","UMI","Open Up",127387
"2022-05-30 02:42","UMI","synergy",34218
"2022-05-30 02:42","UMI","synergy",64085
"2022-05-30 02:42","UMI","too late",213
"2022-05-30 02:43","UMI","moonlit room",3968
"2022-05-30 02:46","Lizzy McAlpine","erase me (feat. Jacob Collier)",214468
"2022-05-30 02:48","Tems","Found (feat. Brent Faiyaz)",121074
"2022-05-31 00:48","Sonder","Nobody But You",3264
"2022-05-31 00:51","Trinidad Cardona","Love Me Back (Fayahh Beat)",193626
"2022-05-31 00:54","Joeboy","Sip (Alcohol)",158400
"2022-05-31 00:57","Tom The Mail Man","Brown Eyes and Backwoods",178200
"2022-05-31 01:01","Sinéad Harnett","If You Let Me",232878
"2022-05-31 01:04","Gesaffelstein","Lost in the Fire (feat. The Weeknd)",202093
"2022-05-31 01:07","Omar Apollo","Bad Life (feat. Kali Uchis)",197746
"2022-05-31 01:15","Kay Flock","Shake It (feat. Cardi B, Dougie B & Bory300)",70385
"2022-05-31 01:19","Drake","Time Flies",192931
"2022-05-31 01:32","Aminé","Mad Funny Freestyle",890
"2022-05-31 01:32","Taeko Onuki","4:00A.M.",1150
"2022-05-31 01:32","Rex Orange County","10/10",810
"2022-05-31 01:32","Saba","Ziplock",1700
"2022-05-31 01:32","UMI","everything will be alright",4570
"2022-05-31 01:32","Omar Apollo","Tamagotchi",5250
"2022-05-31 01:32","A Boogie Wit da Hoodie","Best Friend (feat. Tory Lanez)",2240
"2022-05-31 01:32","ppcocaine","S.L.U.T.",770
"2022-05-31 01:32","Harry Styles","Golden",970
"2022-05-31 01:32","Snoh Aalegra","DYING 4 YOUR LOVE",860
"2022-05-31 01:32","Rihanna","Work",210967
"2022-05-31 01:32","Ashley Park","Mon Soleil - from ""Emily in Paris"" Soundtrack",840
"2022-05-31 01:32","Summer Walker","I'll Kill You (feat. Jhené Aiko)",1440
"2022-05-31 01:32","Sia","Snowman",940
"2022-05-31 01:32","Summer Walker","4th Baby Mama",11670
"2022-05-31 01:32","Daddy Yankee","Vuelve",2150
"2022-05-31 01:32","Troye Sivan","YOUTH",0
"2022-05-31 01:32","Surf Curse","Freaks",880
"2022-05-31 01:32","Ryan Castro","Mujeriego",860
"2022-05-31 01:32","carwash","striptease",1050
"2022-05-31 01:32","Dre'es","Warm (feat. Mia)",6010
"2022-05-31 01:48","Drake","Take Care",74890
"2022-05-31 01:52","21 Savage","No Opp Left Behind",194214
"2022-05-31 02:03","Nicki Minaj","Bussin",2080
"2022-05-31 02:03","A Boogie Wit da Hoodie","24 Hours (feat. Lil Durk) [Bonus]",73074
"2022-05-31 02:06","Blueface","Thotiana",129264
"2022-05-31 02:11","Drake","Take Care",99330
"2022-05-31 02:12","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",17998
"2022-05-31 02:14","Gallant","Sweet Insomnia (feat. 6LACK)",1300
"2022-05-31 02:14","Kevin Abstract","Baby Boy",2460
"2022-05-31 02:14","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",7960
"2022-05-31 02:15","Jessie Reyez","Sola",1440
"2022-05-31 02:15","Jessie Reyez","Sola",400
"2022-05-31 02:15","Brent Faiyaz","Poison",2430
"2022-05-31 02:15","ODIE","North Face",42880
"2022-05-31 02:17","Jessie Reyez","Sola",3260
"2022-05-31 02:17","ODIE","North Face",141559
"2022-05-31 02:21","Brent Faiyaz","Poison",212992
"2022-05-31 02:29","The Weeknd","Call Out My Name",228373
"2022-05-31 02:32","PARTYNEXTDOOR","Break from Toronto",99213
"2022-05-31 02:39","Kali Uchis","fue mejor",182411
"2022-05-31 02:41","Kali Uchis","fue mejor",64060
"2022-05-31 02:41","H.E.R.","Focus",5350
"2022-05-31 02:42","Brent Faiyaz","Trust",75840
"2022-05-31 02:53","Brent Faiyaz","Trust",77565
"2022-05-31 02:54","SZA","Pretty Little Birds (feat. Isaiah Rashad)",39230
"2022-05-31 02:54","Giveon","For Tonight",6740
"2022-05-31 02:54","Dj NoFace","Lost",3370
"2022-05-31 02:57","Drake","Chicago Freestyle (feat. Giveon)",6700
"2022-05-31 02:57","Drake","Chicago Freestyle (feat. Giveon)",207480
"2022-05-31 02:58","Drake","Chicago Freestyle (feat. Giveon)",5823
"2022-05-31 03:00","Steve Lacy","Dark Red",116256
"2022-05-31 03:10","6LACK","Rent Free",202824
"2022-05-31 03:12","Summer Walker","Session 32",98026
"2022-05-31 03:15","SZA","I Hate U",174000
"2022-05-31 03:16","6LACK","Pretty Little Fears (feat. J. Cole)",29658
"2022-05-31 13:28","Giveon","Still Your Best",990
"2022-05-31 13:28","Frank Ocean","Cayendo (Side A - Acoustic)",1230
"2022-05-31 13:31","Daniel Caesar","CYANIDE",2590
"2022-05-31 13:31","Sonder","Nobody But You",3620
"2022-05-31 13:31","Duckwrth","Kiss U Right Now",1400
"2022-05-31 13:31","Daniel Caesar","Get You (feat. Kali Uchis)",2730
"2022-05-31 13:31","SZA","Supermodel",181120
"2022-05-31 13:36","Ella Mai","Shot Clock",88730
"2022-05-31 13:43","Ella Mai","Shot Clock",112892
"2022-05-31 13:46","GoldLink","Crew (feat. Brent Faiyaz & Shy Glizzy)",176702
"2022-05-31 13:49","Jessie Reyez","Figures, a Reprise",192826
"2022-05-31 13:53","Ella Mai","Naked - Bonus Track",197182
"2022-05-31 13:59","The Weeknd","Escape From LA",355960
"2022-05-31 14:01","Gallant","Sweet Insomnia (feat. 6LACK)",163053
"2022-05-31 14:05","Giveon","For Tonight",193821
"2022-05-31 14:07","UMI","Butterfly",160500
"2022-05-31 14:08","BROCKHAMPTON","SUGAR",65355
"2022-05-31 14:08","BROCKHAMPTON","SUGAR",6430
"2022-05-31 14:36","Muni Long","No R&B (feat. Ann Marie)",5770
"2022-05-31 14:36","CKay","emiliana",5530
"2022-05-31 14:40","Khalid","Skyline",182895
"2022-05-31 14:44","Isaac Dunbar","Bleach",219026
"2022-05-31 14:48","Timbaland","The Way I Are",179120
"2022-05-31 14:54","Wande Coal","Iskaba",1370
"2022-05-31 14:57","Nija","Finesse",173760
"2022-05-31 15:00","Aaliyah","Are You That Somebody",167250
"2022-05-31 15:00","Farruko","Pepas",1440
"2022-05-31 15:01","Lloyd","All I Need",1530
"2022-05-31 15:01","SWV","Rain",4850
"2022-05-31 15:01","Jessie Reyez","DO YOU LOVE HER",1700
"2022-05-31 15:01","The F16s","Moon Child",1150
"2022-05-31 15:02","UMI","synergy",79490
"2022-05-31 15:08","Sarah Barrios","IH8EVERY1",790
"2022-05-31 15:08","UMI","synergy",129215
"2022-05-31 15:08","Rihanna","Loveeeeeee Song",504
"2022-05-31 15:09","Khalid","Scenic Drive (feat. Ari Lennox & Smino)",6550
"2022-05-31 15:09","Charli XCX","claws",1820
"2022-05-31 15:09","A$AP Rocky","Sundress",1140
"2022-05-31 15:09","Rihanna","Pour It Up",1120
"2022-05-31 15:09","UMI","whatever u like",1520
"2022-05-31 15:17","Farruko","Pepas",750
"2022-05-31 15:17","Kendrick Lamar","Rich Spirit",400
"2022-05-31 15:17","Madison Beer","BOYSHIT",1940
"2022-05-31 15:17","Mike WiLL Made-It","23",790
"2022-05-31 15:17","UMI","sorry",220199
"2022-05-31 15:17","Sadie Jean","WYD Now?",1100
"2022-05-31 15:17","UMI","100 days",19854
"2022-05-31 15:17","Felly","Fresh Water",1010
"2022-05-31 15:17","Aries","SAYONARA",1150
"2022-05-31 15:17","BIA","BESITO (feat. G Herbo)",1740
"2022-05-31 15:17","Omar Apollo","Talk",1370
"2022-05-31 15:21","Wande Coal","Iskaba",74838
"2022-05-31 15:21","Nija","Finesse",530
"2022-05-31 15:21","Summer Walker","Broken Promises",113895
"2022-05-31 15:22","Aaliyah","Are You That Somebody",3260
"2022-05-31 15:27","Rema","Soundgasm",85320
"2022-05-31 15:28","Bad Bunny","Yo Perreo Sola",47940
"2022-05-31 15:31","Drake","Time Flies",192931
"2022-05-31 15:32","Jessie Reyez","Sola",1880
"2022-05-31 15:32","Omar Apollo","Killing Me",12138
"2022-05-31 15:32","Saweetie","Back to the Streets (feat. Jhené Aiko)",3860
"2022-05-31 15:35","Roddy Ricch","late at night",174682
"2022-05-31 15:38","Summer Walker","Constant Bullshit",197094
"2022-05-31 15:39","Takeoff","Casper",950
"2022-05-31 15:39","Lauren Spencer Smith","Fingers Crossed",1180
"2022-05-31 15:39","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",2060
"2022-05-31 15:39","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",59783
"2022-05-31 15:40","Phoebe Bridgers","Garden Song",1140
"2022-05-31 15:42","Nija","In My Feelings",156440
"2022-05-31 15:45","Khalid","Skyline",182895
"2022-05-31 15:50","iyla","Strings",175807
"2022-05-31 16:06","Post Malone","rockstar (feat. 21 Savage)",1323
"2022-05-31 16:10","Drake","Best I Ever Had",257690
"2022-05-31 16:12","Weston Estate","Pears",73909
"2022-05-31 16:13","A Boogie Wit da Hoodie","Look Back at It",179449
"2022-05-31 16:17","Young Thug","pick up the phone",252256
"2022-05-31 16:20","Migos","Stir Fry",190288
"2022-05-31 16:21","Neon Trees","Animal",1207
"2022-05-31 16:21","Cardi B","WAP (feat. Megan Thee Stallion)",58422
"2022-05-31 16:22","Rex Orange County","Corduroy Dreams",1904
"2022-05-31 16:25","Ms. Lauryn Hill","Can't Take My Eyes Off of You - (I Love You Baby)",221466
"2022-05-31 16:30","Fergie","Glamorous",246573
"2022-05-31 16:34","SWV","Weak",291906
"2022-05-31 16:38","Ne-Yo","Closer",234360
"2022-05-31 16:42","Usher","Burn",231933
"2022-05-31 16:46","Alicia Keys","Fallin'",210200
"2022-05-31 16:50","B.o.B","Nothin' on You (feat. Bruno Mars)",268320
"2022-05-31 16:52","Mariah Carey","Always Be My Baby",107331
"2022-05-31 22:11","King Von","Took Her To The O",10226
"2022-05-31 22:14","Lil Uzi Vert","The Way Life Goes (feat. Oh Wonder)",221746
"2022-05-31 22:18","Rae Sremmurd","Come Get Her",18279
"2022-05-31 22:18","Doja Cat","Tia Tamera (feat. Rico Nasty)",4600
"2022-05-31 22:20","Playboi Carti","Go2DaMoon (feat. Kanye West)",119737
"2022-05-31 22:24","SOPHIE","Immaterial",232806
"2022-05-31 22:28","Jack Harlow","WARSAW (feat. 2forwOyNE)",118705
"2022-05-31 22:29","Jessie Reyez","NO ONE’S IN THE ROOM",27264
"2022-05-31 22:29","Summer Walker","Unloyal (with Ari Lennox)",3090
