"endTime","artistName","trackName","msPlayed"
"2022-06-25 00:36","J. Cole","Crooked Smile (feat. TLC)",278573
"2022-06-25 00:40","Daniel Caesar","Please Do Not Lean (feat. BADBADNOTGOOD)",240937
"2022-06-25 00:45","Ayesha Erotica","vacation bible school",291692
"2022-06-25 00:49","Rihanna","Work",536
"2022-06-25 00:55","Bad Bunny","Tití Me Preguntó",241914
"2022-06-25 03:12","Kanye West","Father Stretch My Hands Pt. 1",137370
"2022-06-25 03:17","Drake","Take Care",277386
"2022-06-25 03:22","Frankie Ruiz","Tú Con Él",302253
"2022-06-25 03:24","1da Banton","No Wahala",162285
"2022-06-25 03:29","Aaliyah","Are You That Somebody",265666
"2022-06-25 03:32","UMI","wish that i could",207880
"2022-06-25 03:34","Kodak Black","Heart Mind",5082
"2022-06-25 03:34","Giveon","Lie Again",70460
"2022-06-25 03:37","Khalid","This Way - From SUPERFLY - Original Soundtrack",211204
"2022-06-25 03:40","SAINt JHN","94 Bentley",169405
"2022-06-25 03:43","Giveon","Lie Again",187027
"2022-06-25 03:46","Frank Ocean","Cayendo (Side A - Acoustic)",202200
"2022-06-25 03:50","Kehlani","Keep On",209121
"2022-06-25 03:53","Giveon","Garden Kisses",195405
"2022-06-25 03:56","Frank Ocean","Moon River",188323
"2022-06-25 03:58","Brent Faiyaz","Clouded",110128
"2022-06-25 04:02","YK Osiris","Ride (feat. Kehlani)",205893
"2022-06-25 04:05","SZA","20 Something",198160
"2022-06-25 04:08","Daniel Caesar","CYANIDE",194959
"2022-06-25 04:12","Travis Scott","WAKE UP",231963
"2022-06-25 04:15","Daniel Caesar","Neu Roses (Transgressor's Song)",181908
"2022-06-25 04:19","Khalid","Bad Luck",231653
"2022-06-25 13:45","Duckwrth","Mask Off (Feelings)",1066
"2022-06-25 13:45","Doja Cat","So High",917
"2022-06-25 13:45","UMI","whatever u like",9813
"2022-06-25 13:46","Tems","Free Mind",2645
"2022-06-25 13:50","Wizkid","Essence (feat. Justin Bieber & Tems)",263293
"2022-06-25 13:52","Davido","Fall",21205
"2022-06-25 13:52","Pheelz","Finesse",10560
"2022-06-25 13:52","Tems","Free Mind",115540
"2022-06-25 13:56","Davido","Fall",209496
"2022-06-25 13:59","Casanova","2AM (feat. Tory Lanez & Davido)",210693
"2022-06-25 14:00","1da Banton","No Wahala",28762
"2022-06-25 14:02","Pheelz","Finesse",155293
"2022-06-25 14:03","Maleek Berry","Kontrol",2431
"2022-06-25 14:03","Wizkid","Ginger (feat. Burna Boy)",32990
"2022-06-25 14:06","Drake","One Dance",173986
"2022-06-25 14:08","CKay","emiliana",164848
"2022-06-25 14:08","Wizkid","Essence (feat. Justin Bieber & Tems)",5798
"2022-06-25 14:12","Bad Bunny","Después de la Playa",230400
"2022-06-25 14:13","Future","WAIT FOR U (feat. Drake & Tems)",31078
"2022-06-25 14:15","Khalid","Skyline",144256
"2022-06-25 15:21","SZA","2AM",1386
"2022-06-25 15:21","Omar Apollo","Pram",1088
"2022-06-25 15:21","DJ Pella","Name",1429
"2022-06-25 15:22","Smino","Wild Irish Roses",18390
"2022-06-25 15:22","The Weeknd","Gasoline",1983
"2022-06-25 15:22","Flo Milli","Weak",1301
"2022-06-25 15:22","Nigo","Heavy (with Lil Uzi Vert)",1215
"2022-06-25 15:22","Ayesha Erotica","vacation bible school",1109
"2022-06-25 15:22","The Weeknd","I Heard You’re Married (feat. Lil Wayne)",1450
"2022-06-25 15:25","Isaac Dunbar","Fool's Paradise",217226
"2022-06-25 15:28","Nija","In My Feelings",156440
"2022-06-25 15:31","Aminé","Veggies",203653
"2022-06-25 15:34","Bad Bunny","Yonaguni",206710
"2022-06-25 15:35","Don Patron","I Fell in Love With the Trap",10515
"2022-06-25 15:46","ABRA","Unlock It (feat. Playboi Carti)",91754
"2022-06-25 15:50","ABRA","Unlock It (feat. Playboi Carti)",3818
"2022-06-25 15:51","The Weeknd","Gasoline",72981
"2022-06-27 01:59","Rihanna","Kiss It Better - Feenixpawl Remix",1301
"2022-06-27 01:59","Rihanna","Kiss It Better - Four Tet Remix",5120
"2022-06-27 01:59","Rihanna","Kiss It Better - R3hab Remix",4223
"2022-06-27 01:59","Bigtzet","Kiss It Better",21162
"2022-06-27 01:59","Bigtzet","Kiss It Better",10645
"2022-06-27 01:59","Rihanna","Kiss It Better - KAYTRANADA Edition",3882
"2022-06-27 02:30","Joyce Wrice","That's On You (Japanese Remix)",15461
"2022-06-27 02:31","UMI","too late",13722
"2022-06-27 02:31","UMI","too late",7270
"2022-06-27 02:31","Bad Bunny","Party",65375
"2022-06-27 02:31","Bigtzet","Kiss It Better",202922
"2022-06-27 02:35","Bad Bunny","Yonaguni",21315
"2022-06-27 02:35","Bad Bunny","Yonaguni",8512
"2022-06-27 02:35","Bad Bunny","Yonaguni",199854
"2022-06-27 02:35","SwaVay","2 AM",6989
"2022-06-27 02:35","Zion & Lennox","Yo Voy (feat. Daddy Yankee)",4783
"2022-06-27 02:36","Moneybagg Yo","Wockesha",19504
"2022-06-27 02:36","Mudrigo","Tears",2739
"2022-06-27 02:36","Terry Presume","Don't Wait Forever",3436
"2022-06-27 02:36","Dijon","Rodeo Clown",6710
"2022-06-27 02:36","Russ","Missin You Crazy",2229
"2022-06-27 02:36","Yeat","Poppin",5201
"2022-06-27 02:37","070 Shake","Guilty Conscience",8916
"2022-06-27 02:37","Drake","Time Flies",13514
"2022-06-27 02:37","A$AP Rocky","Sundress",53638
"2022-06-27 02:37","070 Shake","SCAR",4597
"2022-06-27 02:37","Romeo Santos","Necio (feat. Carlos Santana)",4318
"2022-06-27 02:38","Adolescent's Orquesta","Virgen",1253
"2022-06-27 02:38","Young Thug","Check",6710
"2022-06-27 02:38","Future","March Madness",4527
"2022-06-27 02:38","Fivio Foreign","City of Gods",14953
"2022-06-27 02:38","iyla","Strings",7709
"2022-06-27 02:38","Ryan Trey","Mutual Butterflies",4458
"2022-06-27 02:38","Lil Uzi Vert","20 Min",3854
"2022-06-27 02:38","Smino","Rice & Gravy",6106
"2022-06-27 02:38","Gunna","Banking On Me",7430
"2022-06-27 02:38","The Internet","Hold On",6106
"2022-06-27 02:39","O.T. Genasis","Cut It (feat. Young Dolph)",2252
"2022-06-27 02:39","Burna Boy","Gbona",6478
"2022-06-27 02:39","Dreamville","Blackberry Sap (with Ari Lennox)",3413
"2022-06-27 02:39","Lil Uzi Vert","Top",5363
"2022-06-27 02:39","Léonie Barbot","Fingers Crossed",3970
"2022-06-27 02:39","A Boogie Wit da Hoodie","Playa (feat. H.E.R.) - Bonus",1602
"2022-06-27 02:39","Future","The Percocet & Stripper Joint",4783
"2022-06-27 02:39","DaniLeigh","Superstar",6292
"2022-06-27 02:39","Bri Feel","Right",5224
"2022-06-27 02:39","Nija","Finesse",1160
"2022-06-27 02:39","Rich Gang","Lifestyle",5108
"2022-06-27 02:40","Megan Thee Stallion","Freaky Girls (feat. SZA)",20642
"2022-06-27 02:40","Tyga","Freaky Deaky",34528
"2022-06-27 02:40","$NOT","Mean",3599
"2022-06-27 02:41","Tai Verdes","DRUGS",38684
"2022-06-27 02:41","Phoebe Bridgers","Motion Sickness",2530
"2022-06-27 02:44","Khalid","Brand New (feat. QUIN)",8956
"2022-06-27 02:44","Kanye West","Hurricane",4295
"2022-06-27 02:44","Chloe x Halle","Ungodly Hour",190308
"2022-06-27 02:45","Kanye West","Moon",16486
"2022-06-27 02:45","Baby Keem","family ties (with Kendrick Lamar)",15441
"2022-06-27 02:45","Jane Child","Don't Wanna Fall in Love",31137
"2022-06-27 02:46","grentperez","Cherry Wine",9171
"2022-06-27 02:46","Drake","Knife Talk (with 21 Savage ft. Project Pat)",1184
"2022-06-27 02:46","Drake","Girls Want Girls (with Lil Baby)",7198
"2022-06-27 02:46","Drake","Girls Want Girls (with Lil Baby)",13606
"2022-06-27 02:46","ABRA","Unlock It (feat. Playboi Carti)",6989
"2022-06-27 02:46","Kali Uchis","fue mejor (feat. SZA)",6524
"2022-06-27 02:46","Drake","In The Bible (with Lil Durk & Giveon)",2368
"2022-06-27 02:46","Aries","SAYONARA",4295
"2022-06-27 02:46","Wizkid","Essence (feat. Justin Bieber & Tems)",14001
"2022-06-27 02:46","Wizkid","Essence (feat. Justin Bieber & Tems)",1207
"2022-06-27 02:47","The Backseat Lovers","Kilby Girl",19736
"2022-06-27 02:47","Bryson Tiller","7:00",5921
"2022-06-27 02:50","Farruko","Va a Ser Abuela",16230
"2022-06-27 02:50","Farruko","Pepas",182810
"2022-06-27 02:51","TOMORROW X TOGETHER","Anti-Romantic",19760
"2022-06-27 02:51","MUNA","Stayaway",36687
"2022-06-27 02:52","Pink Sweat$","Nothing Feels Better",952
"2022-06-27 02:52","Pink Sweat$","Nothing Feels Better",8986
"2022-06-27 02:52","Lil Tjay","Not In The Mood (feat. Fivio Foreign & Kay Flock)",65851
"2022-06-27 02:53","Krept & Konan","Wrongs",46463
"2022-06-27 02:53","BIA","BESITO (feat. G Herbo)",9380
"2022-06-27 02:54","Omar Apollo","Bad Life (feat. Kali Uchis)",5456
"2022-06-27 02:54","Krept & Konan","Freak Of The Week",16021
"2022-06-27 02:54","Summer Walker","Bitter - Narration By Cardi B",3250
"2022-06-27 02:54","Aminé","Veggies",10240
"2022-06-27 02:54","Zion & Lennox","Yo Voy (feat. Daddy Yankee)",19458
"2022-06-27 02:57","Travis Scott","ESCAPE PLAN",149610
"2022-06-27 02:57","Brent Faiyaz","Been Away",12896
"2022-06-27 02:57","Summer Walker","Constant Bullshit",1695
"2022-06-27 02:57","Summer Walker","Session 33",7082
"2022-06-27 02:57","Summer Walker","No Love (with SZA)",2136
"2022-06-27 02:57","Summer Walker","Throw It Away",2786
"2022-06-27 02:57","Summer Walker","Ex For A Reason (with JT from City Girls)",928
"2022-06-27 02:57","Summer Walker","4th Baby Mama",766
"2022-06-27 02:57","Summer Walker","Bitter - Narration By Cardi B",6989
"2022-06-27 02:57","Summer Walker","Bitter - Narration By Cardi B",10147
"2022-06-27 02:58","Summer Walker","Ex For A Reason (with JT from City Girls)",13839
"2022-06-27 03:07","Aminé","YiPiYaY",47995
"2022-06-27 03:07","BIA","WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix",2623
"2022-06-27 03:07","BIA","WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix",11466
"2022-06-27 03:09","Gesaffelstein","Lost in the Fire (feat. The Weeknd)",16114
"2022-06-27 03:09","Gesaffelstein","Lost in the Fire (feat. The Weeknd)",12678
"2022-06-27 03:09","Baby Keem","lost souls (with Brent Faiyaz)",1044
"2022-06-27 03:09","Baby Keem","lost souls (with Brent Faiyaz)",4969
"2022-06-27 03:09","Baby Keem","first order of business",1277
"2022-06-27 03:09","Elvis Crespo","Suavemente",77995
"2022-06-27 03:09","Baby Keem","range brothers (with Kendrick Lamar)",2716
"2022-06-27 03:26","Snoh Aalegra","DO 4 LOVE",102028
"2022-06-27 03:33","Summer Walker","Session 32",6571
"2022-06-27 03:33","Central Cee","Obsessed With You",10332
"2022-06-27 03:33","$NOT","Go",6548
"2022-06-27 03:33","Joji","Glimpse of Us",273018
"2022-06-27 03:34","Kodak Black","Heart Mind",22314
"2022-06-27 03:34","Brent Faiyaz","Been Away",3088
"2022-06-27 03:34","Chase Atlantic","OHMAMI - With Maggie Lindemann",13514
"2022-06-27 03:34","Bryson Tiller","Sorrows",9845
"2022-06-27 03:34","Lucky Daye","Over",10240
"2022-06-27 03:35","Drake","Way 2 Sexy (with Future & Young Thug)",6130
"2022-06-27 03:35","Summer Walker","Session 32",4992
"2022-06-27 03:35","Jack Harlow","Already Best Friends (feat. Chris Brown)",6339
"2022-06-27 03:35","Megan Thee Stallion","Megan's Piano",10379
"2022-06-27 03:35","Lil Wayne","Shimmy (with Doja Cat)",7592
"2022-06-27 03:35","Lykke Li","sex money feelings die - slowed version",11888
"2022-06-27 03:35","keshi","beside you",6431
"2022-06-27 03:36","Lykke Li","sex money feelings die - slowed version",68661
"2022-06-27 03:37","Brent Faiyaz","MERCEDES",22709
"2022-06-27 03:37","Brent Faiyaz","MERCEDES",3784
"2022-06-27 03:37","Khalid","Scenic Drive (feat. Ari Lennox & Smino)",4899
"2022-06-27 03:37","Khalid","Brand New (feat. QUIN)",4202
"2022-06-27 03:37","Playboi Carti","ILoveUIHateU",9427
"2022-06-27 03:37","Khalid","Voicemail (feat. Kiana Ledé)",3088
"2022-06-27 03:37","SZA","I Hate U",6176
"2022-06-27 03:37","Bryson Tiller","Sorrows",3366
"2022-06-27 03:37","Khalid","Retrograde (feat. 6LACK & Lucky Daye)",3111
"2022-06-27 03:38","Khalid","Present",3575
"2022-06-27 03:38","Khalid","All I Feel Is Rain (feat. JID)",5224
"2022-06-27 03:38","Elvis Martinez","Veterana",7871
"2022-06-27 03:38","Jack Harlow","21C/Delta",4272
"2022-06-27 03:38","Khalid","Retrograde (feat. 6LACK & Lucky Daye)",2902
"2022-06-27 03:39","Isaac Dunbar","celebrate",13374
"2022-06-27 03:39","Bad Bunny","Safaera",3622
"2022-06-27 03:39","Jack Harlow","21C/Delta",52430
"2022-06-27 03:39","Duki","She Don't Give a Fo",8335
"2022-06-27 03:40","Charli XCX","claws",5340
"2022-06-27 03:40","Aventura","Volví",1393
"2022-06-27 03:40","Lucky Daye","How Much Can A Heart Take (feat. Yebba)",3041
"2022-06-27 03:40","A Boogie Wit da Hoodie","24 Hours (feat. Lil Durk) [Bonus]",7151
"2022-06-27 03:40","Pink Sweat$","Midnight River (feat. 6LACK)",3854
"2022-06-27 03:40","Lucky Daye","Candy Drip",7058
"2022-06-27 03:40","Daddy Yankee","Vuelve",21571
"2022-06-27 03:40","Bad Bunny","Yo Perreo Sola",2995
"2022-06-27 03:40","Bad Bunny","Una Vez",5201
"2022-06-27 03:40","A Boogie Wit da Hoodie","Glasses",13351
"2022-06-27 03:41","Lucky Daye","My Window (feat. Mahalia)",6431
"2022-06-27 03:42","Lucky Daye","Love You Too Much",114149
"2022-06-27 03:43","Aventura","Mi Corazoncito",3436
"2022-06-27 03:43","Prince Royce","Lao' a Lao' - Bachata 2.0",9938
"2022-06-27 03:43","J.I the Prince of N.Y","Hood Scars 2 (with Lil Tjay)",2693
"2022-06-27 03:43","Tems","Damages",9079
"2022-06-27 03:43","Tems","Replay",3668
"2022-06-27 03:43","Tems","Crazy Tings",1671
"2022-06-27 03:43","Ne-Yo","Champagne Life",6757
"2022-06-27 03:43","Romeo Santos","Necio (feat. Carlos Santana)",2647
"2022-06-27 03:43","Tory Lanez","Temperature Rising",1718
"2022-06-27 03:43","J.I the Prince of N.Y","R&B Shit (feat. A Boogie Wit da Hoodie)",12561
"2022-06-27 03:43","J.I the Prince of N.Y","R&B Shit (feat. A Boogie Wit da Hoodie)",2484
"2022-06-27 03:43","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",8057
"2022-06-27 03:44","Jack Harlow","Funny Seeing You Here",4829
"2022-06-27 03:44","Chase Atlantic","Slow Down",29071
"2022-06-27 03:44","Playboi Carti","dothatshit!",6130
"2022-06-27 03:44","Rihanna","Loveeeeeee Song",14535
"2022-06-27 03:44","Young Thug","I'm Scared (feat. 21 Savage & Doe Boy)",5410
"2022-06-27 03:45","Duckwrth","4K",10843
"2022-06-27 03:45","Chase Atlantic","Slow Down",2391
"2022-06-27 03:45","GoldLink","Got Friends",6617
"2022-06-27 03:45","Blxst","No Love Lost",7453
"2022-06-27 03:45","Adele","All Night Parking (with Erroll Garner) Interlude",12887
"2022-06-27 03:45","Dominic Fike","Babydoll",6339
"2022-06-27 03:45","Felly","Love And Fear",2693
"2022-06-27 03:45","Felly","Heartstrings (feat. Santana)",4574
"2022-06-27 03:46","Bad Bunny","La Santa",5851
"2022-06-27 03:46","24kGoldn","More Than Friends",6873
"2022-06-27 03:47","Sinéad Harnett","If You Let Me",11958
"2022-06-27 03:47","Mike WiLL Made-It","What That Speed Bout!?",4806
"2022-06-27 03:47","Brent Faiyaz","Lovely",1973
"2022-06-27 03:47","Ashley Park","Mon Soleil - from ""Emily in Paris"" Soundtrack",6989
"2022-06-27 03:47","Bad Bunny","La Santa",52918
"2022-06-27 03:47","Lil Wayne","Love Me",11772
"2022-06-27 03:47","Isaiah Rashad","Lay Wit Ya (feat. Duke Deuce)",6942
"2022-06-27 03:47","Young Thug","Tick Tock",5201
"2022-06-27 03:48","J.I the Prince of N.Y","Everything",56888
"2022-06-27 03:48","Saba","Ziplock",12074
"2022-06-27 03:49","Doja Cat","Tia Tamera (feat. Rico Nasty)",17693
"2022-06-27 03:49","The Weeknd","Gasoline",8707
"2022-06-27 03:49","The Weeknd","Gasoline",2229
"2022-06-27 03:49","Lil Candy Paint","22 (Remix)",2020
"2022-06-27 03:49","The Weeknd","Here We Go… Again (feat. Tyler, the Creator)",15418
"2022-06-27 03:49","Jorja Smith","February 3rd",5944
"2022-06-27 03:49","The Weeknd","How Do I Make You Love Me?",3482
"2022-06-27 03:50","Three 6 Mafia","Half On a Sack",43281
"2022-06-27 03:50","ilyTOMMY","Us vs the World",1741
"2022-06-27 03:50","Phoebe Bridgers","Garden Song",6942
"2022-06-27 03:50","22Gz","Collections",6060
"2022-06-27 03:50","Romeo Santos","Eres Mía",1950
"2022-06-27 03:51","Adolescent's Orquesta","Virgen",15487
"2022-06-27 03:51","Bad Bunny","TE DESEO LO MEJOR",6431
"2022-06-27 03:51","J Balvin","Una Nota",6246
"2022-06-27 03:51","Blessd","Medallo",5317
"2022-06-27 03:51","Romeo Santos","Eres Mía",8034
"2022-06-27 03:51","J Balvin","LA CANCIÓN",3482
"2022-06-27 03:52","Rihanna","Nobody's Business",14048
"2022-06-27 03:52","Summer Walker","Deep",11238
"2022-06-27 03:52","Muni Long","Hrs & Hrs",25588
"2022-06-27 03:52","Rihanna","Pour It Up",5503
"2022-06-27 03:52","Rihanna","Pour It Up",2554
"2022-06-27 03:52","Rihanna","Right Now",4574
"2022-06-27 03:55","Aaliyah","Are You That Somebody",2159
"2022-06-27 03:55","A Boogie Wit da Hoodie","Bosses and Workers (feat. Don Q and Trap Manny)",6733
"2022-06-27 03:55","Rihanna","Kiss It Better",160519
"2022-06-27 03:55","Roddy Ricch","late at night",18065
"2022-06-27 03:56","Isaiah Rashad","Score (feat. SZA & 6LACK)",5944
"2022-06-27 03:56","Taeko Onuki","4:00A.M.",4969
"2022-06-27 03:56","Aaliyah","Are You That Somebody",10309
"2022-06-27 03:56","LOONY","either side",8405
"2022-06-27 03:56","Jack Harlow","WARSAW (feat. 2forwOyNE)",5456
"2022-06-27 03:56","Frankie Ruiz","Tú Con Él",743
"2022-06-27 03:56","Kanye West","Yikes",4086
"2022-06-27 03:56","Kelly Rowland","Motivation",4202
"2022-06-27 03:56","Aminé","RATCHET SATURN GIRL",3088
"2022-06-27 03:56","Aminé","DR. WHOEVER",952
"2022-06-27 03:56","Kanye West","All Mine",8405
"2022-06-27 03:56","3OH!3","STARSTRUKK (feat. Katy Perry)",8614
"2022-06-27 03:56","Liza","ROLLA",3157
"2022-06-27 03:57","A$AP Rocky","Purple Swag REMIX (feat. Bun B, Paul Wall & Killa Kyleon)",4272
"2022-06-27 03:57","Erin Kaith","Down Bad",9798
"2022-06-27 03:57","Erin Kaith","Down Bad",952
"2022-06-27 03:57","Capella Grey","GYALIS",3715
"2022-06-27 03:57","Weston Estate","Pears",6965
"2022-06-27 03:57","Sadie Jean","WYD Now?",15789
"2022-06-27 03:57","A$AP Rocky","Ghetto Symphony (feat. Gunplay & A$AP Ferg)",4551
"2022-06-27 03:57","A$AP Rocky","L$D",6548
"2022-06-27 03:57","A$AP Rocky","Fashion Killa",6246
"2022-06-27 03:58","Isaiah Rashad","Score (feat. SZA & 6LACK)",3250
"2022-06-27 03:58","Alemeda","Gonna Bleach My Eyebrows",18250
"2022-06-27 03:58","Syd","Right Track (feat. Smino)",4574
"2022-06-27 03:58","Aminé","Charmander",6548
"2022-06-27 03:58","Summer Walker","Insane",4574
"2022-06-27 03:58","Ayesha Erotica","vacation bible school",6037
"2022-06-27 03:58","A$AP Rocky","Fashion Killa",2229
"2022-06-27 03:59","Jessie Reyez","Apple Juice",2020
"2022-06-27 03:59","PnB Rock","HIGH",1393
"2022-06-27 03:59","Reagan Capaci","Don't Recommend",13142
"2022-06-27 03:59","ARDN","Wavin'",31857
"2022-06-27 03:59","Hope Tala","Easy To Love Me",2832
"2022-06-27 03:59","Saweetie","Back to the Streets (feat. Jhené Aiko)",5038
"2022-06-27 03:59","Van Buren Records","FINGERPRINTS",2321
"2022-06-27 04:00","Jessie Reyez","DEAF (who are you)",3041
"2022-06-27 04:00","Snoh Aalegra","NEON PEACH feat. Tyler, The Creator",30859
"2022-06-27 04:00","iyla","Strings",20665
"2022-06-27 04:00","Jessie Reyez","DO YOU LOVE HER",1764
"2022-06-27 04:00","Jessie Reyez","BEFORE LOVE CAME TO KILL US",2461
"2022-06-27 04:00","Van Buren Records","FINGERPRINTS",10611
"2022-06-27 04:01","Jessie Reyez","Apple Juice",7662
"2022-06-27 04:01","Lizzy McAlpine","hate to be lame (feat. FINNEAS)",8939
"2022-06-27 04:01","Bryson Tiller","For However Long",2020
"2022-06-27 04:01","Lizzy McAlpine","all my ghosts",3900
"2022-06-27 04:01","Lizzy McAlpine","all my ghosts",40425
"2022-06-27 04:02","Lizzy McAlpine","Give Me A Minute",3854
"2022-06-27 04:02","Lizzy McAlpine","erase me (feat. Jacob Collier)",8335
"2022-06-27 04:02","Lizzy McAlpine","Apple Pie",8498
"2022-06-27 04:03","Phoebe Bridgers","Funeral",10379
"2022-06-27 04:03","Lizzy McAlpine","Angelina",62717
"2022-06-27 04:03","Lizzy McAlpine","reckless driving (feat. Ben Kessler)",11772
"2022-06-27 04:03","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",5990
"2022-06-27 04:03","Phoebe Bridgers","Motion Sickness",4202
"2022-06-27 04:04","Taylor Swift","willow - 90's trend remix",7610
"2022-06-27 04:04","Taylor Swift","willow - 90's trend remix",14582
"2022-06-27 04:04","Taylor Swift","willow",1973
"2022-06-27 04:04","Taylor Swift","champagne problems",5665
"2022-06-27 04:04","Taylor Swift","ivy",3993
"2022-06-27 04:04","Taylor Swift","Wildest Dreams",6548
"2022-06-27 04:05","Taylor Swift","cardigan",11331
"2022-06-27 04:05","Clairo","4EVER",13119
"2022-06-27 04:05","Taylor Swift","evermore (feat. Bon Iver)",13583
"2022-06-27 04:05","Taylor Swift","exile (feat. Bon Iver)",11726
"2022-06-27 04:05","Clairo","Bags",11795
"2022-06-27 04:06","Taylor Swift","willow",12353
"2022-06-27 04:06","Beach Bunny","Cloud 9",2113
"2022-06-27 04:06","Beach Bunny","Prom Queen",10657
"2022-06-27 04:06","Clairo","Softly",3227
"2022-06-27 04:06","King Princess","1950",14117
"2022-06-27 04:06","Clairo","I Wouldn't Ask You",6989
"2022-06-27 04:07","Harry Styles","Fine Line",5967
"2022-06-27 04:07","Harry Styles","Late Night Talking",5154
"2022-06-27 04:07","Harry Styles","Golden",5340
"2022-06-27 04:07","Conan Gray","Comfort Crowd",6339
"2022-06-27 04:07","Harry Styles","Lights Up",5061
"2022-06-27 04:07","Lizzy McAlpine","Angelina",8080
"2022-06-27 04:07","Harry Styles","Music For a Sushi Restaurant",10240
"2022-06-27 04:07","Harry Styles","Cherry",2809
"2022-06-27 04:07","Harry Styles","Falling",10704
"2022-06-27 04:07","Harry Styles","As It Was",2484
"2022-06-27 04:07","Ryan Beatty","God in Jeans",2229
"2022-06-27 04:08","WINEHOUSE","Pretty Lips",4481
"2022-06-27 04:08","Powfu","death bed (coffee for your head)",4063
"2022-06-27 04:08","girl in red","midnight love",4435
"2022-06-27 04:08","Peachy!","Falling for U",5781
"2022-06-27 04:08","girl in red","i wanna be your girlfriend",3970
"2022-06-27 04:08","Conan Gray","People Watching",9659
"2022-06-27 04:08","girl in red","bad idea!",2530
"2022-06-27 04:08","beabadoobee","Coffee",8521
"2022-06-27 04:08","girl in red","girls",4945
"2022-06-27 04:08","girl in red","we fell in love in october",2600
"2022-06-27 04:09","A$AP Ferg","Plain Jane REMIX (feat. Nicki Minaj)",2113
"2022-06-27 04:09","Joey Bada$$","THE REV3NGE",5665
"2022-06-27 04:09","Rico Nasty","Magic",16718
"2022-06-27 04:09","Peachy!","Falling for U",10309
"2022-06-27 04:09","A$AP ANT","The God Hour",5154
"2022-06-27 04:09","PRETTYMUCH","I Don't Wanna Leave (feat. Jeremih)",4411
"2022-06-27 04:09","mxmtoon","no faker",1973
"2022-06-27 04:09","mxmtoon","fever dream",18761
"2022-06-27 04:09","Clairo","Pretty Girl",1346
"2022-06-27 04:10","Tom The Mail Man","Brown Eyes and Backwoods",12051
"2022-06-27 04:10","Tom The Mail Man","Brown Eyes and Backwoods",3343
"2022-06-27 04:10","Tai Verdes","last day on earth",6292
"2022-06-27 04:10","A$AP Rocky","Sundress",8243
"2022-06-27 04:10","Tyler, The Creator","NEW MAGIC WAND",6362
"2022-06-27 04:10","Bryson Tiller","Open Interlude",3297
"2022-06-27 04:10","Lizzy McAlpine","all my ghosts",9961
"2022-06-27 04:23","Lloyd","All I Need",43625
"2022-06-27 04:58","Playboi Carti","Lean 4 Real (feat. Skepta)",1386
"2022-06-27 04:58","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",7317
"2022-06-27 05:00","Playboi Carti","Yah Mean",97557
"2022-06-27 12:10","Aminé","Mad Funny Freestyle",3861
"2022-06-27 12:14","Bad Bunny","Callaita",250533
"2022-06-27 12:17","Omar Apollo","Tamagotchi",168920
"2022-06-27 12:18","Frankie Ruiz","Tú Con Él",60432
"2022-06-27 12:22","ppcocaine","S.L.U.T.",810
"2022-06-27 12:22","Muni Long","Time Machine",222095
"2022-06-27 12:22","Nardo Wick","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",1173
"2022-06-27 12:22","Zion & Lennox","Yo Voy (feat. Daddy Yankee)",7405
"2022-06-27 12:26","Tems","Free Mind",247578
"2022-06-27 12:28","A Boogie Wit da Hoodie","Notifications",127332
"2022-06-27 12:28","Playboi Carti","Sky",7098
"2022-06-27 12:31","Nija","In My Feelings",156440
"2022-06-27 12:35","UMI","moonlit room",245838
"2022-06-27 12:38","UMI","wish that i could",207880
"2022-06-27 12:41","Snoh Aalegra","NEON PEACH feat. Tyler, The Creator",192106
"2022-06-27 12:44","Joeboy","Sip (Alcohol)",158400
"2022-06-27 12:48","Wizkid","Essence (feat. Justin Bieber & Tems)",263293
"2022-06-27 12:54","Wande Coal","Iskaba",224640
"2022-06-27 12:58","Quarters of Change","Jaded",3920
"2022-06-27 12:58","Trinidad Cardona","Love Me Back (Fayahh Beat)",11313
"2022-06-27 12:58","Ciara","Body Party",234040
"2022-06-27 13:01","Drake","Time Flies",192931
"2022-06-27 13:05","Giveon","Lost Me",23486
"2022-06-27 13:05","Nelly Furtado","Say It Right",223080
"2022-06-27 13:09","Giveon","Get To You",27321
"2022-06-27 13:09","Giveon","Let Me Go",6700
"2022-06-27 13:09","Giveon","Let Me Go",184932
"2022-06-27 13:12","Giveon","Get To You",205771
"2022-06-27 13:13","Giveon","Unholy Matrimony",46601
"2022-06-27 13:13","Giveon","Get To You",10040
"2022-06-27 13:13","Giveon","Remind Me",690
"2022-06-27 13:13","Giveon","Lie Again",1580
"2022-06-27 13:13","Giveon","Scarred",1790
"2022-06-27 13:16","Giveon","Unholy Matrimony",132680
"2022-06-27 13:17","Giveon","Tryna Be",5130
"2022-06-27 13:23","UMI","everything will be alright",770
"2022-06-27 13:23","UMI","everything will be alright",318890
"2022-06-27 13:23","UMI","sorry",5910
"2022-06-27 13:23","UMI","sorry",8190
"2022-06-27 13:26","Rema","Soundgasm",810
